      No     Day     Mon    Year  Qobs_0009304070  Qsim_0009304070
   11460      17       5    1986        4.1000000        4.3578987
   11461      18       5    1986        4.1000000        4.1980749
   11462      19       5    1986        6.7000000        4.5357544
   11463      20       5    1986        4.5200000        5.2035705
   11464      21       5    1986        4.3100000        4.6289216
   11465      22       5    1986        4.7300000        4.3945200
   11466      23       5    1986        4.5200000        4.2292363
   11467      24       5    1986        5.3800000        4.1061577
   11468      25       5    1986        4.5200000        4.8152154
   11469      26       5    1986        4.1000000        5.6213282
   11470      27       5    1986        4.1000000        4.9194020
   11471      28       5    1986        3.7000000        4.6005847
   11472      29       5    1986        3.7000000        4.4084085
   11473      30       5    1986        3.9000000        4.2388097
   11474      31       5    1986        3.3100000        4.1193510
   11475       1       6    1986        3.1300000        4.0752020
   11476       2       6    1986        4.5200000        4.0124656
   11477       3       6    1986        5.1600000        4.2776313
   11478       4       6    1986        5.3800000        5.2523154
   11479       5       6    1986        4.7300000        5.6897498
   11480       6       6    1986        4.7300000        5.5640074
   11481       7       6    1986       12.9000000        6.6605143
   11482       8       6    1986        8.8100000        9.3984850
   11483       9       6    1986        7.8400000       13.0828274
   11484      10       6    1986        6.0400000       13.2309394
   11485      11       6    1986        4.7300000        8.6451663
   11486      12       6    1986        4.1000000        6.2600221
   11487      13       6    1986        3.9000000        5.6900278
   11488      14       6    1986        3.7000000        5.4241951
   11489      15       6    1986        3.5000000        5.1726967
   11490      16       6    1986        3.3100000        4.9330955
   11491      17       6    1986        3.7000000        4.8310771
   11492      18       6    1986        6.2600000        5.3870571
   11493      19       6    1986        3.7000000        5.7918758
   11494      20       6    1986        3.1300000        5.8883138
   11495      21       6    1986        2.9500000        5.2335291
   11496      22       6    1986        2.7800000        4.8479993
   11497      23       6    1986        2.6100000        4.6404466
   11498      24       6    1986        2.6100000        4.4583311
   11499      25       6    1986        2.4500000        4.2957118
   11500      26       6    1986        2.4500000        4.1498710
   11501      27       6    1986        2.3000000        4.0184967
   11502      28       6    1986        2.3000000        3.8996188
   11503      29       6    1986        2.4500000        3.7915561
   11504      30       6    1986        2.4500000        3.6928725
   11505       1       7    1986        2.4500000        3.6023392
   11506       2       7    1986        2.3000000        3.5189036
   11507       3       7    1986        2.4500000        3.4416630
   11508       4       7    1986        2.6100000        3.3698419
   11509       5       7    1986        2.7800000        3.3027735
   11510       6       7    1986        3.7000000        3.2398849
   11511       7       7    1986        3.7000000        3.1809134
   11512       8       7    1986        3.7000000        3.1289101
   11513       9       7    1986        3.7000000        3.0780281
   11514      10       7    1986        3.9000000        3.0273855
   11515      11       7    1986        4.1000000        2.9794252
   11516      12       7    1986        3.7000000        2.9403672
   11517      13       7    1986        3.7000000        2.9198835
   11518      14       7    1986        3.7000000        2.8617240
   11519      15       7    1986        3.7000000        2.8182320
   11520      16       7    1986        3.5000000        2.7769063
   11521      17       7    1986        3.5000000        2.7370158
   11522      18       7    1986        3.7000000        2.6984302
   11523      19       7    1986        3.7000000        2.6610453
   11524      20       7    1986        3.7000000        2.6249605
   11525      21       7    1986        3.5000000        2.5898263
   11526      22       7    1986        2.9500000        2.5554276
   11527      23       7    1986        4.1000000        2.5230672
   11528      24       7    1986        4.1000000        2.6223410
   11529      25       7    1986        3.5000000        2.8705472
   11530      26       7    1986        3.5000000        2.7484285
   11531      27       7    1986        3.5000000        2.5843881
   11532      28       7    1986        3.1300000        2.5161196
   11533      29       7    1986        3.1300000        2.4262672
   11534      30       7    1986        3.1300000        2.3889922
   11535      31       7    1986        3.1300000        2.3540299
   11536       1       8    1986        2.7800000        2.3203884
   11537       2       8    1986        2.6100000        2.2879393
   11538       3       8    1986        2.7800000        2.2565706
   11539       4       8    1986        2.6100000        2.2261854
   11540       5       8    1986        2.9500000        2.1967241
   11541       6       8    1986        2.9500000        2.1680823
   11542       7       8    1986        2.9500000        2.1401770
   11543       8       8    1986        2.6100000        2.1129656
   11544       9       8    1986        2.6100000        2.0864027
   11545      10       8    1986        2.7800000        2.0604454
   11546      11       8    1986        2.9500000        2.0352725
   11547      12       8    1986        4.5200000        2.2466670
   11548      13       8    1986        4.3100000        3.4513545
   11549      14       8    1986        2.9500000        2.8730879
   11550      15       8    1986        2.9500000        2.0507079
   11551      16       8    1986        3.1300000        1.9516881
   11552      17       8    1986        3.1300000        1.9295835
   11553      18       8    1986        2.9500000        1.9540819
   11554      19       8    1986        2.7800000        2.1976510
   11555      20       8    1986        3.5000000        2.9971841
   11556      21       8    1986        2.6100000        3.1911039
   11557      22       8    1986        2.4500000        2.3098419
   11558      23       8    1986        2.6100000        1.9764659
   11559      24       8    1986        2.9500000        2.0196064
   11560      25       8    1986        2.4500000        2.3715333
   11561      26       8    1986        2.9500000        1.9946327
   11562      27       8    1986        3.1300000        1.9068387
   11563      28       8    1986        2.6100000        2.0718850
   11564      29       8    1986        2.6100000        1.9037397
   11565      30       8    1986        2.6100000        1.8363372
   11566      31       8    1986        2.6100000        1.8032966
   11567       1       9    1986        2.7800000        1.7749975
   11568       2       9    1986        2.7800000        1.7587619
   11569       3       9    1986        2.9500000        1.7351482
   11570       4       9    1986        3.3100000        1.7112397
   11571       5       9    1986        2.9500000        1.7933523
   11572       6       9    1986        2.9500000        1.7943974
   11573       7       9    1986        3.1300000        1.7082733
   11574       8       9    1986        2.9500000        1.6807044
   11575       9       9    1986        2.9500000        1.6599697
   11576      10       9    1986        2.7800000        1.6358902
   11577      11       9    1986        2.9500000        1.6105382
   11578      12       9    1986        3.1300000        1.5864212
   11579      13       9    1986        3.3100000        1.5739036
   11580      14       9    1986        2.9500000        1.5504903
   11581      15       9    1986        4.3100000        1.8958433
   11582      16       9    1986        8.3200000        4.3737967
   11583      17       9    1986        2.3000000        5.5906696
   11584      18       9    1986        3.9000000        4.1520341
   11585      19       9    1986        3.3100000        3.4239700
   11586      20       9    1986        2.7800000        2.6562741
   11587      21       9    1986        2.4500000        2.4390457
   11588      22       9    1986        2.1600000        2.3242122
   11589      23       9    1986        2.1600000        2.2266561
   11590      24       9    1986        2.3000000        2.1399214
   11591      25       9    1986        2.4500000        2.0625246
   11592      26       9    1986        2.3000000        1.9931987
   11593      27       9    1986        2.3000000        1.9308579
   11594      28       9    1986        2.3000000        1.8745711
   11595      29       9    1986        2.3000000        1.8235390
   11596      30       9    1986        2.3000000        1.7770780
   11597       1      10    1986        2.1600000        1.7345901
   11598       2      10    1986        2.1600000        1.6955681
   11599       3      10    1986        2.1600000        1.6595748
   11600       4      10    1986        2.1600000        1.6262320
   11601       5      10    1986        2.1600000        1.5952131
   11602       6      10    1986        2.1600000        1.5663162
   11603       7      10    1986        2.1600000        1.5405518
   11604       8      10    1986        2.1600000        1.5203457
   11605       9      10    1986        2.3000000        1.5028185
   11606      10      10    1986        2.1600000        1.4871714
   11607      11      10    1986        2.0200000        1.4663774
   11608      12      10    1986        2.0200000        1.4438286
   11609      13      10    1986        2.0200000        1.4223198
   11610      14      10    1986        2.0200000        1.4017867
   11611      15      10    1986        2.1600000        1.3821259
   11612      16      10    1986        2.1600000        1.3632488
   11613      17      10    1986        2.1600000        1.3451085
   11614      18      10    1986        2.1600000        1.3275922
   11615      19      10    1986        2.1600000        1.3106635
   11616      20      10    1986        2.4500000        1.2979173
   11617      21      10    1986        2.6100000        2.0873077
   11618      22      10    1986        8.0800000        4.8036582
   11619      23      10    1986       11.9000000        7.4851596
   11620      24      10    1986        6.0400000        7.1461215
   11621      25      10    1986        4.1000000        7.2583132
   11622      26      10    1986        3.5000000        5.8573871
   11623      27      10    1986        2.9500000        3.9174018
   11624      28      10    1986        2.9500000        3.3301521
   11625      29      10    1986        2.7800000        3.0955665
   11626      30      10    1986        2.7800000        2.9358091
   11627      31      10    1986        2.7800000        2.8348398
   11628       1      11    1986        2.6100000        2.7316427
   11629       2      11    1986        2.6100000        2.6737589
   11630       3      11    1986        2.6100000        2.7838450
   11631       4      11    1986        2.4500000        2.6785045
   11632       5      11    1986        2.6100000        2.5276039
   11633       6      11    1986        2.6100000        2.4240540
   11634       7      11    1986        2.6100000        2.3555738
   11635       8      11    1986        2.6100000        2.3239931
   11636       9      11    1986        2.4500000        2.2633554
   11637      10      11    1986        2.3000000        2.1932787
   11638      11      11    1986        2.4500000        2.1492863
   11639      12      11    1986        2.4500000        2.0746699
   11640      13      11    1986        2.4500000        2.0098465
   11641      14      11    1986        2.4500000        1.9513043
   11642      15      11    1986        2.4500000        1.8981540
   11643      16      11    1986        2.4500000        1.8510884
   11644      17      11    1986        2.4500000        1.8144417
   11645      18      11    1986        2.3000000        1.7896661
   11646      19      11    1986        2.3000000        1.7925981
   11647      20      11    1986        2.4500000        1.8256591
   11648      21      11    1986        2.4500000        2.0380743
   11649      22      11    1986        2.4500000        2.1568812
   11650      23      11    1986        2.4500000        2.0112862
   11651      24      11    1986        2.4500000        1.9819256
   11652      25      11    1986        2.3000000        1.9572123
   11653      26      11    1986        2.4500000        1.8909726
   11654      27      11    1986        2.4500000        1.8442033
   11655      28      11    1986        2.4500000        1.8261204
   11656      29      11    1986        2.1600000        1.8176275
   11657      30      11    1986        2.3000000        1.7680270
   11658       1      12    1986        2.4500000        1.7237314
   11659       2      12    1986        2.6100000        1.6833735
   11660       3      12    1986        2.6100000        1.6500886
   11661       4      12    1986        2.4500000        1.6275881
   11662       5      12    1986        2.4500000        1.6023288
   11663       6      12    1986        2.4500000        1.5716575
   11664       7      12    1986        2.4500000        1.5561312
   11665       8      12    1986        2.3000000        1.6324795
   11666       9      12    1986        2.3000000        1.6226485
   11667      10      12    1986        2.3000000        1.5811746
   11668      11      12    1986        2.3000000        1.5478831
   11669      12      12    1986        2.4500000        1.5167967
   11670      13      12    1986        2.3000000        1.4877889
   11671      14      12    1986        2.1600000        1.4607343
   11672      15      12    1986        2.1600000        1.4377958
   11673      16      12    1986        2.3000000        1.6833218
   11674      17      12    1986        2.3000000        2.0755231
   11675      18      12    1986        2.6100000        2.3928705
   11676      19      12    1986        3.5000000        3.0341433
   11677      20      12    1986        3.5000000        3.5163855
   11678      21      12    1986        3.7000000        4.1008636
   11679      22      12    1986        3.9000000        3.9711133
   11680      23      12    1986        3.5000000        3.1708489
   11681      24      12    1986        3.3100000        2.8666036
   11682      25      12    1986        3.1300000        2.6935749
   11683      26      12    1986        2.9500000        2.5505017
   11684      27      12    1986        3.1300000        2.5360664
   11685      28      12    1986        3.1300000        3.5120854
   11686      29      12    1986       24.7000000        5.7446545
   11687      30      12    1986       39.0000000        8.8720568
   11688      31      12    1986       42.3000000       22.8784082
   11689       1       1    1987       25.0000000       45.8932023
   11690       2       1    1987       49.7000000       47.0041532
   11691       3       1    1987       29.2000000       49.0040411
   11692       4       1    1987       14.4000000       42.5218305
   11693       5       1    1987       12.3000000       22.8733070
   11694       6       1    1987       16.7000000       13.7689497
   11695       7       1    1987       14.2000000       13.9999811
   11696       8       1    1987       11.2000000       12.8538775
   11697       9       1    1987        9.8500000        8.5790623
   11698      10       1    1987        8.5600000        7.0204423
   11699      11       1    1987        8.3200000        6.4793617
   11700      12       1    1987        9.3200000        6.0402592
   11701      13       1    1987        9.5800000        5.6586564
   11702      14       1    1987       10.1000000        5.3257417
   11703      15       1    1987       11.7000000        5.0342435
   11704      16       1    1987        9.8500000        4.7780464
   11705      17       1    1987        7.3800000        4.5519971
   11706      18       1    1987        6.0400000        4.3517446
   11707      19       1    1987        6.0400000        4.1736090
   11708      20       1    1987        4.9400000        4.0144723
   11709      21       1    1987        4.3100000        3.8716883
   11710      22       1    1987        4.1000000        3.7430074
   11711      23       1    1987        4.1000000        3.6687272
   11712      24       1    1987        4.5200000        3.9795571
   11713      25       1    1987        4.5200000        4.5716792
   11714      26       1    1987        5.3800000        4.7019659
   11715      27       1    1987        4.9400000        4.3804118
   11716      28       1    1987        4.7300000        3.9816963
   11717      29       1    1987        4.3100000        3.8295324
   11718      30       1    1987        4.1000000        3.6997749
   11719      31       1    1987        4.3100000        3.5824238
   11720       1       2    1987        3.9000000        3.4758209
   11721       2       2    1987        3.7000000        3.3785522
   11722       3       2    1987        3.7000000        3.2894057
   11723       4       2    1987        3.7000000        3.2073414
   11724       5       2    1987        3.5000000        3.1903950
   11725       6       2    1987        4.5200000        3.9516412
   11726       7       2    1987       14.7000000        6.0635083
   11727       8       2    1987       12.3000000        7.5316114
   11728       9       2    1987       21.3000000        8.3145071
   11729      10       2    1987       32.6000000       11.0631705
   11730      11       2    1987       26.2000000       19.5501061
   11731      12       2    1987       16.5000000       28.4918625
   11732      13       2    1987       13.5000000       25.8404538
   11733      14       2    1987       12.3000000       17.9084371
   11734      15       2    1987       10.3000000       13.1494031
   11735      16       2    1987        9.3200000       10.4072447
   11736      17       2    1987        8.5600000        8.5678304
   11737      18       2    1987        7.8400000        7.2936336
   11738      19       2    1987        7.3800000        6.7673635
   11739      20       2    1987        6.4800000        6.3656158
   11740      21       2    1987        6.2600000        6.0140507
   11741      22       2    1987        6.2600000        5.7117433
   11742      23       2    1987        5.8200000        5.4798227
   11743      24       2    1987        5.8200000        5.2431633
   11744      25       2    1987        5.8200000        5.0163754
   11745      26       2    1987        5.6000000        4.8211316
   11746      27       2    1987        6.0400000        4.9549029
   11747      28       2    1987       17.3000000        6.8811948
   11748       1       3    1987       23.8000000       10.0301414
   11749       2       3    1987       14.0000000       16.6570574
   11750       3       3    1987       11.9000000       22.9673851
   11751       4       3    1987       11.5000000       16.3865692
   11752       5       3    1987       10.1000000       10.0256053
   11753       6       3    1987        9.8500000        7.7308380
   11754       7       3    1987        9.5800000        7.0539583
   11755       8       3    1987        9.3200000        6.6537581
   11756       9       3    1987        8.5600000        6.3060129
   11757      10       3    1987        7.1500000        5.9996491
   11758      11       3    1987        6.7000000        5.7286580
   11759      12       3    1987        6.4800000        5.4879612
   11760      13       3    1987        6.4800000        5.2732595
   11761      14       3    1987        6.2600000        5.0809072
   11762      15       3    1987        5.8200000        4.9078078
   11763      16       3    1987        5.8200000        4.7520113
   11764      17       3    1987        5.8200000        4.6625293
   11765      18       3    1987        9.5800000        5.0698742
   11766      19       3    1987       11.9000000        6.7719392
   11767      20       3    1987       10.6000000        8.5429778
   11768      21       3    1987       10.1000000        9.4651635
   11769      22       3    1987        9.8500000        9.5436182
   11770      23       3    1987       10.1000000        9.6969096
   11771      24       3    1987       33.8000000       10.8722615
   11772      25       3    1987       53.3000000       17.7265197
   11773      26       3    1987       60.0000000       28.2700851
   11774      27       3    1987       42.3000000       34.2452946
   11775      28       3    1987       39.3000000       29.7096263
   11776      29       3    1987       26.5000000       22.2143487
   11777      30       3    1987       19.8000000       18.3124763
   11778      31       3    1987       17.0000000       14.8599949
   11779       1       4    1987       14.7000000       11.1174409
   11780       2       4    1987       13.5000000        9.2209479
   11781       3       4    1987       12.9000000        8.4031945
   11782       4       4    1987       12.3000000        8.0551823
   11783       5       4    1987       12.3000000        7.9970617
   11784       6       4    1987       12.3000000        7.8306409
   11785       7       4    1987       10.9000000        7.5057657
   11786       8       4    1987        9.8500000        6.9722786
   11787       9       4    1987        9.3200000        6.4957382
   11788      10       4    1987        9.3200000        6.1665006
   11789      11       4    1987        8.8100000        5.9161023
   11790      12       4    1987        9.3200000        5.7674499
   11791      13       4    1987        9.0600000        5.7107220
   11792      14       4    1987        8.8100000        5.6547216
   11793      15       4    1987        8.0800000        5.5248496
   11794      16       4    1987        7.6100000        5.3589023
   11795      17       4    1987        7.6100000        5.2036564
   11796      18       4    1987        7.6100000        5.0617333
   11797      19       4    1987        6.7000000        4.9350896
   11798      20       4    1987        8.5600000        4.9314143
   11799      21       4    1987        8.0800000        5.1233043
   11800      22       4    1987        7.1500000        5.2548661
   11801      23       4    1987        7.3800000        5.1502752
   11802      24       4    1987        7.3800000        5.0031935
   11803      25       4    1987        7.3800000        4.8625506
   11804      26       4    1987        7.3800000        4.7337626
   11805      27       4    1987        6.9200000        4.6152722
   11806      28       4    1987        7.1500000        4.5057702
   11807      29       4    1987        7.1500000        4.4041324
   11808      30       4    1987        7.1500000        4.3093915
   11809       1       5    1987        6.9200000        4.2207151
   11810       2       5    1987        6.9200000        4.1373856
   11811       3       5    1987        6.9200000        4.1367395
   11812       4       5    1987        8.8100000        5.2498738
   11813       5       5    1987        7.1500000        6.4680517
   11814       6       5    1987        6.7000000        5.5282010
   11815       7       5    1987        5.6000000        5.1220763
   11816       8       5    1987        5.8200000        4.9247232
   11817       9       5    1987        5.8200000        4.7498994
   11818      10       5    1987        6.0400000        4.5935372
   11819      11       5    1987        6.2600000        4.5132340
   11820      12       5    1987        6.0400000        4.6733676
   11821      13       5    1987        6.7000000        4.9412759
   11822      14       5    1987        5.8200000        5.5099587
   11823      15       5    1987        5.8200000        5.2268088
   11824      16       5    1987        5.8200000        4.9398401
   11825      17       5    1987        5.3800000        4.7754839
   11826      18       5    1987        5.3800000        4.6207350
   11827      19       5    1987        5.8200000        4.4647622
   11828      20       5    1987        5.3800000        4.3238719
   11829      21       5    1987        5.6000000        4.2027613
   11830      22       5    1987        5.6000000        4.1914014
   11831      23       5    1987        6.2600000        4.6117907
   11832      24       5    1987        5.6000000        4.9022222
   11833      25       5    1987        5.6000000        4.6378697
   11834      26       5    1987        5.6000000        4.4318548
   11835      27       5    1987        5.3800000        4.2806821
   11836      28       5    1987        5.3800000        4.1449846
   11837      29       5    1987        5.3800000        4.0222490
   11838      30       5    1987        5.3800000        3.9155872
   11839      31       5    1987        6.9200000        4.2881505
   11840       1       6    1987        7.8400000        5.5324923
   11841       2       6    1987        6.2600000        5.6128240
   11842       3       6    1987        6.2600000        5.4434459
   11843       4       6    1987       10.1000000        6.3393153
   11844       5       6    1987        9.8500000        7.4229459
   11845       6       6    1987        7.8400000        7.0717325
   11846       7       6    1987        7.1500000        6.5668869
   11847       8       6    1987        6.9200000        6.0453907
   11848       9       6    1987        6.0400000        5.5688294
   11849      10       6    1987        5.8200000        5.2676370
   11850      11       6    1987        5.6000000        5.0241430
   11851      12       6    1987        5.6000000        4.8085784
   11852      13       6    1987        6.7000000        4.7237075
   11853      14       6    1987        9.0600000        6.0192409
   11854      15       6    1987       12.6000000        7.4167780
   11855      16       6    1987       19.8000000        9.3185690
   11856      17       6    1987       10.3000000       12.3148088
   11857      18       6    1987        9.3200000       13.0576474
   11858      19       6    1987        8.8100000        9.9042007
   11859      20       6    1987        9.5800000        8.4407099
   11860      21       6    1987        8.5600000        8.4071363
   11861      22       6    1987        7.6100000        7.9140347
   11862      23       6    1987        7.1500000        7.0436507
   11863      24       6    1987        7.8400000        6.6789684
   11864      25       6    1987        9.3200000        7.0226030
   11865      26       6    1987        7.3800000        7.3954478
   11866      27       6    1987        7.3800000        6.9208036
   11867      28       6    1987        6.9200000        6.5312640
   11868      29       6    1987        6.7000000        6.2323852
   11869      30       6    1987        5.3800000        5.9359862
   11870       1       7    1987        5.3800000        5.6692828
   11871       2       7    1987        5.1600000        5.4327596
   11872       3       7    1987        4.9400000        5.2219685
   11873       4       7    1987        4.7300000        5.0333061
   11874       5       7    1987        4.7300000        4.8637083
   11875       6       7    1987        4.7300000        4.7105662
   11876       7       7    1987        4.3100000        4.5716560
   11877       8       7    1987        5.3800000        4.4451199
   11878       9       7    1987        3.9000000        4.3296363
   11879      10       7    1987        4.3100000        4.2232688
   11880      11       7    1987        4.3100000        4.1248058
   11881      12       7    1987        4.3100000        4.0334415
   11882      13       7    1987        4.5200000        3.9483117
   11883      14       7    1987        4.3100000        3.8686598
   11884      15       7    1987        4.1000000        3.7938336
   11885      16       7    1987        4.3100000        3.7232948
   11886      17       7    1987        5.8200000        3.8262142
   11887      18       7    1987        5.6000000        5.2567291
   11888      19       7    1987        8.0800000        6.8035551
   11889      20       7    1987        4.9400000        6.4304621
   11890      21       7    1987        4.7300000        4.8414122
   11891      22       7    1987        5.8200000        4.5460880
   11892      23       7    1987        5.1600000        4.8336609
   11893      24       7    1987        4.9400000        4.5896014
   11894      25       7    1987        4.7300000        4.4050622
   11895      26       7    1987        4.7300000        4.2487898
   11896      27       7    1987        4.5200000        4.1231259
   11897      28       7    1987        4.5200000        4.0175268
   11898      29       7    1987        3.9000000        3.9989250
   11899      30       7    1987        4.3100000        3.9992353
   11900      31       7    1987        4.5200000        4.4642937
   11901       1       8    1987        5.8200000        5.0600186
   11902       2       8    1987        5.6000000        5.4166894
   11903       3       8    1987        4.7300000        5.5853384
   11904       4       8    1987        5.8200000        5.1677919
   11905       5       8    1987        5.3800000        4.9653666
   11906       6       8    1987        4.1000000        4.7891774
   11907       7       8    1987        4.1000000        4.6044626
   11908       8       8    1987        4.3100000        4.4276452
   11909       9       8    1987        4.5200000        4.2690731
   11910      10       8    1987        4.7300000        4.3082368
   11911      11       8    1987        3.9000000        4.4743027
   11912      12       8    1987        3.9000000        4.2442094
   11913      13       8    1987        4.3100000        4.1970453
   11914      14       8    1987        4.9400000        4.5339524
   11915      15       8    1987        4.3100000        4.6700398
   11916      16       8    1987        4.3100000        4.3085507
   11917      17       8    1987        4.3100000        4.1097977
   11918      18       8    1987        7.8400000        4.4950867
   11919      19       8    1987        7.1500000        6.6586651
   11920      20       8    1987        7.1500000        7.1775872
   11921      21       8    1987        4.9400000        5.9647384
   11922      22       8    1987        4.7300000        5.3636490
   11923      23       8    1987        5.3800000        5.0503201
   11924      24       8    1987        5.1600000        4.9840552
   11925      25       8    1987        4.7300000        5.5668743
   11926      26       8    1987        4.5200000        5.0586178
   11927      27       8    1987        5.1600000        4.7937411
   11928      28       8    1987        5.6000000        4.5837186
   11929      29       8    1987        5.6000000        4.3989024
   11930      30       8    1987        6.0400000        4.2420997
   11931      31       8    1987        5.3800000        4.1424320
   11932       1       9    1987        5.6000000        4.0800434
   11933       2       9    1987        4.9400000        3.9496203
   11934       3       9    1987        5.3800000        3.8277674
   11935       4       9    1987        5.6000000        3.7176543
   11936       5       9    1987        4.9400000        3.6172720
   11937       6       9    1987        5.1600000        3.5254221
   11938       7       9    1987        4.9400000        3.4425502
   11939       8       9    1987        4.9400000        3.4185000
   11940       9       9    1987        4.1000000        3.5212649
   11941      10       9    1987        3.7000000        3.4464894
   11942      11       9    1987        3.9000000        3.3627862
   11943      12       9    1987        4.1000000        3.2852533
   11944      13       9    1987        3.7000000        3.2133330
   11945      14       9    1987        3.5000000        3.1467483
   11946      15       9    1987        3.9000000        3.1056759
   11947      16       9    1987        3.3100000        3.3649724
   11948      17       9    1987        3.3100000        3.2701502
   11949      18       9    1987        4.3100000        3.3858670
   11950      19       9    1987        6.7000000        4.9720982
   11951      20       9    1987        4.9400000        5.7633301
   11952      21       9    1987        4.3100000        4.4150866
   11953      22       9    1987        4.3100000        4.0550338
   11954      23       9    1987        6.0400000        4.6228657
   11955      24       9    1987       14.2000000        6.1882723
   11956      25       9    1987        9.8500000        8.0886122
   11957      26       9    1987        7.1500000        8.3379345
   11958      27       9    1987        5.8200000        7.5763084
   11959      28       9    1987        5.1600000        6.1690583
   11960      29       9    1987        5.1600000        5.5098338
   11961      30       9    1987        5.1600000        5.1921415
   11962       1      10    1987        5.1600000        4.9208582
   11963       2      10    1987        4.9400000        4.6813981
   11964       3      10    1987        4.9400000        4.4681075
   11965       4      10    1987        4.9400000        4.2786216
   11966       5      10    1987        4.9400000        4.1099265
   11967       6      10    1987        4.7300000        3.9591287
   11968       7      10    1987        4.5200000        3.8239042
   11969       8      10    1987        4.5200000        3.7047103
   11970       9      10    1987        4.5200000        3.6112945
   11971      10      10    1987        4.5200000        3.5404826
   11972      11      10    1987        4.5200000        3.4682738
   11973      12      10    1987        4.5200000        3.3925776
   11974      13      10    1987        4.5200000        3.3301528
   11975      14      10    1987        4.5200000        3.2808746
   11976      15      10    1987        4.5200000        3.2779527
   11977      16      10    1987        4.7300000        3.2797230
   11978      17      10    1987        4.5200000        3.2878839
   11979      18      10    1987        4.5200000        3.2231628
   11980      19      10    1987        4.1000000        3.1410568
   11981      20      10    1987        4.3100000        3.0678767
   11982      21      10    1987        4.1000000        3.0002668
   11983      22      10    1987        5.1600000        3.0351789
   11984      23      10    1987        5.3800000        4.1202284
   11985      24      10    1987        5.6000000        5.5837410
   11986      25      10    1987        5.1600000        5.2602600
   11987      26      10    1987        4.5200000        4.5866934
   11988      27      10    1987        4.5200000        4.3137142
   11989      28      10    1987        4.5200000        4.1035236
   11990      29      10    1987        4.5200000        3.9252724
   11991      30      10    1987        4.3100000        3.7720705
   11992      31      10    1987        4.3100000        3.6362401
   11993       1      11    1987        4.1000000        3.5114187
   11994       2      11    1987        4.3100000        3.4289522
   11995       3      11    1987        4.1000000        3.5414016
   11996       4      11    1987        3.9000000        3.5809522
   11997       5      11    1987        4.1000000        3.4417944
   11998       6      11    1987        4.1000000        3.3308172
   11999       7      11    1987        4.1000000        3.2303901
   12000       8      11    1987        4.1000000        3.1391786
   12001       9      11    1987        4.1000000        3.0559162
   12002      10      11    1987        4.5200000        2.9801830
   12003      11      11    1987        4.1000000        2.9291328
   12004      12      11    1987        3.7000000        2.9441008
   12005      13      11    1987        5.8200000        3.2164546
   12006      14      11    1987        6.0400000        3.8450171
   12007      15      11    1987        5.6000000        3.9755936
   12008      16      11    1987        5.1600000        3.7970532
   12009      17      11    1987        4.7300000        4.1613710
   12010      18      11    1987        4.7300000        4.7226516
   12011      19      11    1987        4.5200000        4.8845617
   12012      20      11    1987        8.5600000        5.5836810
   12013      21      11    1987       11.9000000        7.4513519
   12014      22      11    1987        7.3800000       11.2658190
   12015      23      11    1987        6.4800000       12.9893187
   12016      24      11    1987        5.3800000        9.9501835
   12017      25      11    1987        5.6000000        7.1818874
   12018      26      11    1987        6.2600000        6.6791948
   12019      27      11    1987        5.1600000        6.6343490
   12020      28      11    1987        4.9400000        6.0861903
   12021      29      11    1987        4.7300000        5.6663953
   12022      30      11    1987        4.3100000        5.3351452
   12023       1      12    1987        4.1000000        5.0440199
   12024       2      12    1987        4.3100000        4.7876382
   12025       3      12    1987        4.7300000        4.5616499
   12026       4      12    1987        4.9400000        4.3620474
   12027       5      12    1987        4.5200000        4.1842485
   12028       6      12    1987        4.1000000        4.0253978
   12029       7      12    1987        3.9000000        3.8831128
   12030       8      12    1987        3.9000000        3.7551197
   12031       9      12    1987        3.7000000        3.6394781
   12032      10      12    1987        3.7000000        3.5345307
   12033      11      12    1987        3.7000000        3.4392236
   12034      12      12    1987        3.7000000        3.3715559
   12035      13      12    1987        3.7000000        3.3538577
   12036      14      12    1987        4.9400000        3.2763352
   12037      15      12    1987        5.3800000        3.2011432
   12038      16      12    1987        5.1600000        3.1973707
   12039      17      12    1987        6.0400000        4.2063357
   12040      18      12    1987       11.7000000        6.4222635
   12041      19      12    1987       13.8000000        9.2536429
   12042      20      12    1987       10.1000000       12.8953811
   12043      21      12    1987        8.8100000       13.8265226
   12044      22      12    1987        7.1500000       11.6731143
   12045      23      12    1987        7.1500000        8.5400949
   12046      24      12    1987        7.6100000        6.7244440
   12047      25      12    1987        7.3800000        6.1230986
   12048      26      12    1987        7.6100000        5.7629042
   12049      27      12    1987        7.3800000        5.5060118
   12050      28      12    1987        7.1500000        5.3277154
   12051      29      12    1987        5.6000000        5.0834020
   12052      30      12    1987        5.6000000        5.1803542
   12053      31      12    1987        5.3800000        5.3973256
   12054       1       1    1988        5.3800000        5.1432588
   12055       2       1    1988        6.0400000        5.2809475
   12056       3       1    1988        6.9200000        5.9285733
   12057       4       1    1988        6.9200000        6.5678802
   12058       5       1    1988        6.4800000        7.2877451
   12059       6       1    1988        6.4800000        7.6013903
   12060       7       1    1988        6.0400000        7.3523502
   12061       8       1    1988        6.2600000        6.7383080
   12062       9       1    1988        6.0400000        6.5363084
   12063      10       1    1988        5.8200000        6.3695059
   12064      11       1    1988        5.8200000        5.9277990
   12065      12       1    1988        6.0400000        5.7733881
   12066      13       1    1988        5.6000000        5.7988237
