      No     Day     Mon    Year  Qobs_0009304070  Qsim_0009304070
    5885      10       2    1971        3.1600000        3.6228597
    5886      11       2    1971        3.1600000        3.4980205
    5887      12       2    1971        3.1600000        3.3694558
    5888      13       2    1971        3.1600000        3.2558625
    5889      14       2    1971        3.1600000        3.1571677
    5890      15       2    1971        3.1600000        3.0957539
    5891      16       2    1971        3.7000000        3.0759904
    5892      17       2    1971        3.8400000        2.9954932
    5893      18       2    1971        3.8400000        2.9165617
    5894      19       2    1971        3.8400000        2.8650514
    5895      20       2    1971        3.8400000        2.9708294
    5896      21       2    1971        3.6100000        3.1013152
    5897      22       2    1971        3.6100000        3.3479591
    5898      23       2    1971        3.8400000        3.7447506
    5899      24       2    1971        3.6100000        3.8557900
    5900      25       2    1971        3.8400000        3.7928640
    5901      26       2    1971        3.8400000        3.8852136
    5902      27       2    1971        3.6100000        3.8516447
    5903      28       2    1971        3.6100000        3.7043751
    5904       1       3    1971        3.6100000        3.5358239
    5905       2       3    1971        3.6100000        3.3933685
    5906       3       3    1971        3.6100000        3.2663767
    5907       4       3    1971        3.4000000        3.1526085
    5908       5       3    1971        3.4000000        3.0502654
    5909       6       3    1971        3.4000000        2.9578096
    5910       7       3    1971        3.4000000        2.8739244
    5911       8       3    1971        3.2000000        2.7974816
    5912       9       3    1971        3.2000000        2.7289874
    5913      10       3    1971        3.4000000        2.7317926
    5914      11       3    1971        3.4000000        2.8565592
    5915      12       3    1971        3.2000000        2.9743366
    5916      13       3    1971        3.2000000        2.9068640
    5917      14       3    1971        3.2000000        2.8285120
    5918      15       3    1971        3.4000000        2.8307552
    5919      16       3    1971        3.4000000        2.8299923
    5920      17       3    1971        3.2000000        2.7603222
    5921      18       3    1971        3.0200000        2.6845720
    5922      19       3    1971        3.2000000        2.6182386
    5923      20       3    1971        3.4000000        2.5574942
    5924      21       3    1971        3.2000000        2.4987567
    5925      22       3    1971        3.2000000        2.4434712
    5926      23       3    1971        3.4000000        2.3924699
    5927      24       3    1971        3.2000000        2.3449591
    5928      25       3    1971        3.4000000        2.3071086
    5929      26       3    1971        3.2000000        2.3140384
    5930      27       3    1971        3.2000000        2.3617186
    5931      28       3    1971        3.2000000        2.4492705
    5932      29       3    1971        3.2000000        2.5851293
    5933      30       3    1971        3.2000000        2.5191631
    5934      31       3    1971        3.2000000        2.4490553
    5935       1       4    1971        3.0200000        2.3847439
    5936       2       4    1971        3.0200000        2.3263609
    5937       3       4    1971        3.0200000        2.2726260
    5938       4       4    1971        3.0200000        2.2232208
    5939       5       4    1971        3.2000000        2.1823651
    5940       6       4    1971        3.0200000        2.1532525
    5941       7       4    1971        3.0200000        2.1296582
    5942       8       4    1971        3.0200000        2.0934633
    5943       9       4    1971        3.0200000        2.0554192
    5944      10       4    1971        3.0200000        2.0195779
    5945      11       4    1971        3.0200000        1.9857285
    5946      12       4    1971        2.8400000        1.9536452
    5947      13       4    1971        2.8400000        1.9231324
    5948      14       4    1971        2.8400000        1.8940197
    5949      15       4    1971        2.8400000        1.8661594
    5950      16       4    1971        2.8400000        1.8395123
    5951      17       4    1971        3.0200000        1.8155997
    5952      18       4    1971        3.0200000        1.7964090
    5953      19       4    1971        3.2000000        1.7826702
    5954      20       4    1971        2.8400000        1.7664667
    5955      21       4    1971        2.4900000        1.7436127
    5956      22       4    1971        2.6600000        1.7198683
    5957      23       4    1971        2.8400000        1.6972506
    5958      24       4    1971        4.0800000        1.9124090
    5959      25       4    1971        4.3400000        2.9633076
    5960      26       4    1971        3.8400000        4.1641149
    5961      27       4    1971        4.8400000        4.1382336
    5962      28       4    1971        4.3400000        3.9224846
    5963      29       4    1971        3.8400000        3.4784912
    5964      30       4    1971        3.6100000        3.1817156
    5965       1       5    1971        3.2000000        3.0092057
    5966       2       5    1971        3.2000000        2.8579235
    5967       3       5    1971        3.0200000        2.7244100
    5968       4       5    1971        3.0200000        2.6061829
    5969       5       5    1971        3.0200000        2.5011197
    5970       6       5    1971        2.6600000        2.4074114
    5971       7       5    1971        2.6600000        2.3235170
    5972       8       5    1971        2.6600000        2.2480931
    5973       9       5    1971        2.6600000        2.1800076
    5974      10       5    1971        2.8400000        2.1182941
    5975      11       5    1971        2.4900000        2.0621220
    5976      12       5    1971        2.6600000        2.0107636
    5977      13       5    1971        2.8400000        1.9674077
    5978      14       5    1971        4.3400000        2.2811289
    5979      15       5    1971        3.0200000        2.8019023
    5980      16       5    1971        3.2000000        2.2857683
    5981      17       5    1971        2.8400000        2.2028004
    5982      18       5    1971        2.6600000        2.1671001
    5983      19       5    1971        2.8400000        2.0535464
    5984      20       5    1971        3.0200000        2.1842211
    5985      21       5    1971        8.3500000        3.6706745
    5986      22       5    1971        3.4000000        4.4221749
    5987      23       5    1971        3.0200000        3.5767652
    5988      24       5    1971        3.0200000        3.0431212
    5989      25       5    1971        3.0200000        2.8354053
    5990      26       5    1971        3.4000000        2.7746754
    5991      27       5    1971        3.4000000        3.1504529
    5992      28       5    1971        3.0200000        3.4287438
    5993      29       5    1971        3.0200000        3.0459079
    5994      30       5    1971        3.0200000        2.9827389
    5995      31       5    1971        2.8400000        2.8330268
    5996       1       6    1971        3.2000000        2.6991842
    5997       2       6    1971        3.0200000        2.6077653
    5998       3       6    1971        3.0200000        2.5343547
    5999       4       6    1971        2.9200000        2.4401237
    6000       5       6    1971        3.7000000        2.3531484
    6001       6       6    1971        4.9100000        2.3641375
    6002       7       6    1971        6.1900000        2.5246617
    6003       8       6    1971        3.4200000        2.4696130
    6004       9       6    1971        3.4200000        2.3030083
    6005      10       6    1971        3.7000000        2.2292589
    6006      11       6    1971        3.4200000        2.2241043
    6007      12       6    1971        4.3000000        2.2019774
    6008      13       6    1971        3.4200000        2.2329377
    6009      14       6    1971        3.4200000        2.3448223
    6010      15       6    1971        3.4200000        2.2484872
    6011      16       6    1971        3.1600000        2.1767193
    6012      17       6    1971        3.1600000        2.1328322
    6013      18       6    1971        3.1600000        2.2068962
    6014      19       6    1971        3.7000000        2.3611887
    6015      20       6    1971        4.9100000        3.3049021
    6016      21       6    1971        4.9100000        3.9602026
    6017      22       6    1971        3.7000000        3.5842215
    6018      23       6    1971        3.4200000        3.1456013
    6019      24       6    1971        3.1600000        2.8967393
    6020      25       6    1971        2.9200000        2.7507478
    6021      26       6    1971        2.9200000        2.6244793
    6022      27       6    1971        3.7000000        2.5988594
    6023      28       6    1971        3.4200000        2.9181415
    6024      29       6    1971        4.3000000        3.2974113
    6025      30       6    1971        3.4200000        3.4896939
    6026       1       7    1971        3.4200000        3.0944058
    6027       2       7    1971        3.1600000        2.8861933
    6028       3       7    1971        3.1600000        2.7446595
    6029       4       7    1971        3.1600000        2.6217080
    6030       5       7    1971        3.1600000        2.5137611
    6031       6       7    1971        3.1600000        2.4175974
    6032       7       7    1971        2.9200000        2.3316079
    6033       8       7    1971        2.9200000        2.2544062
    6034       9       7    1971        2.7000000        2.1848069
    6035      10       7    1971        2.4800000        2.1217955
    6036      11       7    1971        2.4800000        2.0645023
    6037      12       7    1971        2.4800000        2.0121812
    6038      13       7    1971        2.4900000        1.9641913
    6039      14       7    1971        2.4900000        1.9199814
    6040      15       7    1971        2.4900000        1.8790773
    6041      16       7    1971        2.4900000        1.8410704
    6042      17       7    1971        2.4900000        1.8056079
    6043      18       7    1971        2.4900000        1.7723837
    6044      19       7    1971        2.4900000        1.7411344
    6045      20       7    1971        2.4900000        1.7116328
    6046      21       7    1971        2.4900000        1.6836811
    6047      22       7    1971        2.4900000        1.6571080
    6048      23       7    1971        2.4900000        1.6317647
    6049      24       7    1971        2.4900000        1.6075216
    6050      25       7    1971        2.3300000        1.5842662
    6051      26       7    1971        2.3300000        1.5619002
    6052      27       7    1971        2.1700000        1.5403380
    6053      28       7    1971        2.1700000        1.5195065
    6054      29       7    1971        2.1700000        1.4993714
    6055      30       7    1971        2.1700000        1.4798549
    6056      31       7    1971        2.0300000        1.4608646
    6057       1       8    1971        2.0300000        1.4423683
    6058       2       8    1971        1.9000000        1.4243406
    6059       3       8    1971        1.9000000        1.4067574
    6060       4       8    1971        2.0300000        1.3896257
    6061       5       8    1971        1.9000000        1.3728939
    6062       6       8    1971        1.7700000        1.3565478
    6063       7       8    1971        1.7700000        1.3404741
    6064       8       8    1971        1.7700000        1.3246712
    6065       9       8    1971        1.7700000        1.3091692
    6066      10       8    1971        1.7700000        1.2939553
    6067      11       8    1971        1.6500000        1.2790153
    6068      12       8    1971        1.5400000        1.2643360
    6069      13       8    1971        1.6500000        1.2499069
    6070      14       8    1971        1.4400000        1.2357182
    6071      15       8    1971        1.6500000        1.2217649
    6072      16       8    1971        1.6500000        1.2080334
    6073      17       8    1971        1.6500000        1.1945135
    6074      18       8    1971        1.5400000        1.1812017
    6075      19       8    1971        1.5400000        1.1680917
    6076      20       8    1971        1.4400000        1.1551778
    6077      21       8    1971        1.3400000        1.1424547
    6078      22       8    1971        1.5400000        1.1401011
    6079      23       8    1971        1.9000000        1.4041529
    6080      24       8    1971        1.7700000        2.0687225
    6081      25       8    1971        1.5400000        1.4863183
    6082      26       8    1971        1.4400000        1.1076042
    6083      27       8    1971        1.7700000        1.0762291
    6084      28       8    1971        1.6500000        1.0642207
    6085      29       8    1971        1.5400000        1.0545294
    6086      30       8    1971        1.6500000        1.0435642
    6087      31       8    1971        1.7700000        1.0305906
    6088       1       9    1971        1.7700000        1.1312237
    6089       2       9    1971        1.7700000        1.3420439
    6090       3       9    1971        1.5400000        1.0646523
    6091       4       9    1971        1.6500000        0.9953601
    6092       5       9    1971        1.5400000        0.9830685
    6093       6       9    1971        1.3400000        0.9722876
    6094       7       9    1971        1.3400000        0.9617023
    6095       8       9    1971        1.3400000        0.9513030
    6096       9       9    1971        1.3400000        0.9410808
    6097      10       9    1971        1.3400000        0.9310309
    6098      11       9    1971        1.5400000        0.9212493
    6099      12       9    1971        1.5400000        0.9120252
    6100      13       9    1971        1.4400000        0.9029805
    6101      14       9    1971        1.4400000        0.8936355
    6102      15       9    1971        1.4400000        0.8843126
    6103      16       9    1971        1.3400000        0.8754646
    6104      17       9    1971        1.3400000        0.8694940
    6105      18       9    1971        1.4400000        0.8582864
    6106      19       9    1971        1.4400000        0.8493948
    6107      20       9    1971        1.3400000        0.8407748
    6108      21       9    1971        1.3400000        0.8325208
    6109      22       9    1971        1.3400000        0.8241432
    6110      23       9    1971        1.3400000        0.8157112
    6111      24       9    1971        1.3400000        0.8074165
    6112      25       9    1971        1.4400000        0.7992894
    6113      26       9    1971        1.4400000        0.7914159
    6114      27       9    1971        1.4400000        0.7842392
    6115      28       9    1971        2.0300000        1.2632314
    6116      29       9    1971        1.4400000        1.9785161
    6117      30       9    1971        1.3400000        0.9534356
    6118       1      10    1971        1.3400000        0.7724919
    6119       2      10    1971        1.3400000        0.7623741
    6120       3      10    1971        1.3400000        0.7539244
    6121       4      10    1971        1.3400000        0.7456926
    6122       5      10    1971        1.3400000        0.7376613
    6123       6      10    1971        1.3400000        0.7298154
    6124       7      10    1971        1.4400000        0.7221419
    6125       8      10    1971        1.3400000        0.7146283
    6126       9      10    1971        1.4400000        0.7072640
    6127      10      10    1971        1.4400000        0.7000400
    6128      11      10    1971        1.4400000        0.6929480
    6129      12      10    1971        1.5400000        0.6859831
    6130      13      10    1971        1.5400000        0.8917596
    6131      14      10    1971        2.1700000        2.0124375
    6132      15      10    1971        1.7700000        2.6505917
    6133      16      10    1971        1.4400000        1.5865885
    6134      17      10    1971        1.4400000        0.8678926
    6135      18      10    1971        1.3400000        0.7213094
    6136      19      10    1971        1.3400000        0.7054783
    6137      20      10    1971        1.4400000        0.6953054
    6138      21      10    1971        1.6500000        0.9484186
    6139      22      10    1971        1.6500000        1.6223504
    6140      23      10    1971        1.6500000        1.2530117
    6141      24      10    1971        1.4400000        0.7846120
    6142      25      10    1971        1.5400000        0.7153744
    6143      26      10    1971        1.4400000        0.7017984
    6144      27      10    1971        1.4400000        0.6897747
    6145      28      10    1971        1.3400000        0.6785519
    6146      29      10    1971        1.4400000        0.6680353
    6147      30      10    1971        1.5400000        0.6581423
    6148      31      10    1971        1.4400000        0.6488009
    6149       1      11    1971        1.4400000        0.6399488
    6150       2      11    1971        1.4400000        0.6315324
    6151       3      11    1971        1.4400000        0.6235059
    6152       4      11    1971        1.5400000        0.6158331
    6153       5      11    1971        1.4400000        0.6084758
    6154       6      11    1971        1.4400000        0.6014013
    6155       7      11    1971        1.4400000        0.5945661
    6156       8      11    1971        1.4400000        0.5879497
    6157       9      11    1971        1.5400000        0.5816118
    6158      10      11    1971        1.4400000        0.5761387
    6159      11      11    1971        1.4400000        0.5722625
    6160      12      11    1971        1.4400000        0.5677557
    6161      13      11    1971        1.4400000        0.5626626
    6162      14      11    1971        1.4400000        0.5570301
    6163      15      11    1971        1.3400000        0.5515816
    6164      16      11    1971        1.3400000        0.5471817
    6165      17      11    1971        1.5400000        0.7130011
    6166      18      11    1971        2.4900000        2.4173813
    6167      19      11    1971        4.3400000        5.7546754
    6168      20      11    1971        1.7700000        4.6733537
    6169      21      11    1971        1.6500000        1.7778391
    6170      22      11    1971        1.5400000        1.3844439
    6171      23      11    1971        1.6500000        1.8691671
    6172      24      11    1971        1.5400000        2.0400573
    6173      25      11    1971        1.4400000        1.4801345
    6174      26      11    1971        1.4400000        1.2259878
    6175      27      11    1971        1.4400000        1.2468311
    6176      28      11    1971        1.5400000        1.2703865
    6177      29      11    1971        1.5400000        1.3868480
    6178      30      11    1971        1.3400000        1.4052733
    6179       1      12    1971        1.3400000        1.2587635
    6180       2      12    1971        1.4400000        1.1920682
    6181       3      12    1971        1.4400000        1.1376399
    6182       4      12    1971        1.4400000        1.0893571
    6183       5      12    1971        1.4400000        1.0450234
    6184       6      12    1971        1.2500000        1.0053426
    6185       7      12    1971        1.2500000        0.9743151
    6186       8      12    1971        1.3400000        1.0575163
    6187       9      12    1971        1.4400000        1.1697115
    6188      10      12    1971        1.3400000        1.2630346
    6189      11      12    1971        1.5400000        2.2832326
    6190      12      12    1971        1.6500000        1.8530122
    6191      13      12    1971        1.3400000        1.4867506
    6192      14      12    1971        1.4400000        1.3481306
    6193      15      12    1971        1.3400000        1.2616163
    6194      16      12    1971        1.3400000        1.1962393
    6195      17      12    1971        1.3400000        1.1451456
    6196      18      12    1971        1.2500000        1.1005152
    6197      19      12    1971        1.3400000        1.2912358
    6198      20      12    1971        1.5400000        1.9376042
    6199      21      12    1971        1.6500000        2.1745749
    6200      22      12    1971        1.6500000        1.7279105
    6201      23      12    1971        1.5400000        1.5378838
    6202      24      12    1971        1.4400000        1.5583432
    6203      25      12    1971        1.5400000        1.4525884
    6204      26      12    1971        1.5400000        1.3280222
    6205      27      12    1971        1.3400000        1.2559209
    6206      28      12    1971        1.5400000        1.2102409
    6207      29      12    1971        1.4400000        1.2930378
    6208      30      12    1971        1.4400000        1.3021823
    6209      31      12    1971        1.4400000        1.3581703
    6210       1       1    1972        1.4400000        1.2985175
    6211       2       1    1972        1.3400000        1.2064789
    6212       3       1    1972        1.3400000        1.1943911
    6213       4       1    1972        1.4400000        1.3231655
    6214       5       1    1972        1.4400000        1.3686699
    6215       6       1    1972        1.4400000        1.1814925
    6216       7       1    1972        1.3400000        1.0450309
    6217       8       1    1972        1.4400000        1.0071282
    6218       9       1    1972        1.4400000        0.9820500
    6219      10       1    1972        1.3400000        0.9590269
    6220      11       1    1972        1.4400000        0.9404767
    6221      12       1    1972        1.5400000        0.9780247
    6222      13       1    1972        1.5400000        1.0047197
    6223      14       1    1972        1.5400000        0.9386798
    6224      15       1    1972        1.4400000        0.9082975
    6225      16       1    1972        1.3400000        0.8899450
    6226      17       1    1972        0.9900000        0.8728654
    6227      18       1    1972        0.9900000        0.8568829
    6228      19       1    1972        0.9900000        0.8418704
    6229      20       1    1972        0.9900000        0.8277178
    6230      21       1    1972        1.0700000        0.8143287
    6231      22       1    1972        1.0700000        0.8016526
    6232      23       1    1972        1.1600000        0.7902903
    6233      24       1    1972        1.4400000        0.7792314
    6234      25       1    1972        1.4400000        0.7681039
    6235      26       1    1972        1.5400000        0.7574255
    6236      27       1    1972        1.5400000        0.7519398
    6237      28       1    1972        1.5400000        0.7536876
    6238      29       1    1972        1.4400000        0.7351638
    6239      30       1    1972        1.3400000        0.7258365
    6240      31       1    1972        1.0700000        0.7164041
    6241       1       2    1972        0.9900000        0.7072668
    6242       2       2    1972        0.9900000        0.6984010
    6243       3       2    1972        0.9200000        0.6900656
    6244       4       2    1972        1.1600000        0.6831416
    6245       5       2    1972        1.2500000        0.6763249
    6246       6       2    1972        1.3400000        0.7069931
    6247       7       2    1972        1.3400000        0.8576563
    6248       8       2    1972        1.4400000        0.9175183
    6249       9       2    1972        1.4400000        1.0201844
    6250      10       2    1972        1.3400000        0.9386358
    6251      11       2    1972        1.4400000        0.9039867
    6252      12       2    1972        1.4400000        0.8818923
    6253      13       2    1972        1.4400000        0.8931170
    6254      14       2    1972        1.4400000        0.8832958
    6255      15       2    1972        1.4400000        0.8515513
    6256      16       2    1972        1.3400000        0.8263004
    6257      17       2    1972        1.3400000        0.8035756
    6258      18       2    1972        1.3400000        0.7828480
    6259      19       2    1972        1.2500000        0.7639234
    6260      20       2    1972        1.1600000        0.7465763
    6261      21       2    1972        1.2500000        0.7306154
    6262      22       2    1972        1.2500000        0.7159829
    6263      23       2    1972        1.2500000        0.7023812
    6264      24       2    1972        1.3400000        0.6896141
    6265      25       2    1972        1.3400000        0.6776643
    6266      26       2    1972        1.3400000        0.6664449
    6267      27       2    1972        1.3400000        0.6559297
    6268      28       2    1972        1.3400000        0.6473596
    6269      29       2    1972        1.2500000        0.6435946
    6270       1       3    1972        1.2500000        0.6367616
    6271       2       3    1972        1.2500000        0.6274368
    6272       3       3    1972        1.2500000        0.6185258
    6273       4       3    1972        1.2500000        0.6100357
    6274       5       3    1972        1.2500000        0.6023366
    6275       6       3    1972        1.2500000        0.5982561
    6276       7       3    1972        1.2500000        0.5994816
    6277       8       3    1972        1.3400000        0.5989872
    6278       9       3    1972        1.3400000        0.6074580
    6279      10       3    1972        1.3400000        0.8867462
    6280      11       3    1972        2.1700000        2.3118006
    6281      12       3    1972        1.5400000        2.6541897
    6282      13       3    1972        1.5400000        1.4494338
    6283      14       3    1972        1.5400000        1.3729496
    6284      15       3    1972        1.9000000        1.5600110
    6285      16       3    1972        1.9000000        1.4280348
    6286      17       3    1972        1.6500000        1.3601470
    6287      18       3    1972        1.5400000        1.2812771
    6288      19       3    1972        1.4400000        1.2126798
    6289      20       3    1972        1.3400000        1.1521913
    6290      21       3    1972        1.2500000        1.0986980
    6291      22       3    1972        1.2500000        1.0512463
    6292      23       3    1972        1.3400000        1.0090192
    6293      24       3    1972        1.3400000        0.9713154
    6294      25       3    1972        1.3400000        0.9375330
    6295      26       3    1972        1.4400000        0.9071727
    6296      27       3    1972        1.5400000        0.9296699
    6297      28       3    1972        2.1700000        1.6470637
    6298      29       3    1972        1.6500000        2.1508842
    6299      30       3    1972        1.6500000        1.6212779
    6300      31       3    1972        1.5400000        1.3908844
    6301       1       4    1972        1.5400000        1.2973056
    6302       2       4    1972        2.0300000        1.4152486
    6303       3       4    1972        2.4900000        2.0480326
    6304       4       4    1972        2.4900000        2.2284532
    6305       5       4    1972        2.6600000        2.2862202
    6306       6       4    1972        3.4000000        2.1782367
    6307       7       4    1972        3.2000000        2.2237455
    6308       8       4    1972        3.0200000        2.2078655
    6309       9       4    1972        2.8400000        2.0050089
    6310      10       4    1972        2.3300000        1.8552079
    6311      11       4    1972        2.4900000        1.7693168
    6312      12       4    1972        2.4900000        1.7568269
    6313      13       4    1972        2.1700000        1.8138479
    6314      14       4    1972        2.0300000        1.7532595
    6315      15       4    1972        1.9000000        1.6910029
    6316      16       4    1972        1.9000000        1.6224256
    6317      17       4    1972        2.0300000        1.5466415
    6318      18       4    1972        1.9000000        1.4783342
    6319      19       4    1972        2.1700000        1.4398432
    6320      20       4    1972        1.9000000        1.4514129
    6321      21       4    1972        1.9000000        1.4551510
    6322      22       4    1972        2.4900000        1.5823210
    6323      23       4    1972        2.3300000        1.9924619
    6324      24       4    1972        2.0300000        1.8310733
    6325      25       4    1972        1.9000000        1.6721413
    6326      26       4    1972        1.9000000        1.5917794
    6327      27       4    1972        2.0300000        1.5229468
    6328      28       4    1972        2.0300000        1.4660494
    6329      29       4    1972        1.9000000        1.4226779
    6330      30       4    1972        1.9000000        1.3828944
    6331       1       5    1972        1.6500000        1.3387379
    6332       2       5    1972        1.7700000        1.2959167
    6333       3       5    1972        1.7700000        1.2568648
    6334       4       5    1972        1.6500000        1.2214060
    6335       5       5    1972        1.6500000        1.1890878
    6336       6       5    1972        1.6500000        1.1595042
    6337       7       5    1972        1.6500000        1.1341729
    6338       8       5    1972        2.1700000        1.2321332
    6339       9       5    1972        2.0300000        1.5192067
    6340      10       5    1972        2.4900000        2.3421712
    6341      11       5    1972        2.1700000        3.1589459
    6342      12       5    1972        2.0300000        2.6638493
    6343      13       5    1972        2.3300000        2.5913897
    6344      14       5    1972        2.1700000        2.5889801
    6345      15       5    1972        2.1700000        2.0847458
    6346      16       5    1972        2.6600000        2.1820611
    6347      17       5    1972        4.5900000        3.1805450
    6348      18       5    1972        3.0200000        3.2178738
    6349      19       5    1972        2.4900000        2.5141880
    6350      20       5    1972        2.3300000        2.2517707
    6351      21       5    1972        2.1700000        2.1205629
    6352      22       5    1972        2.3300000        2.0077255
    6353      23       5    1972        2.1700000        1.9119529
    6354      24       5    1972        2.0300000        1.8278409
    6355      25       5    1972        2.0300000        1.7494346
    6356      26       5    1972        2.1700000        1.6805148
    6357      27       5    1972        2.6600000        1.7373240
    6358      28       5    1972        2.3300000        2.0983960
    6359      29       5    1972        2.6600000        2.6148064
    6360      30       5    1972        2.4900000        2.6123458
    6361      31       5    1972        2.1700000        2.2292272
    6362       1       6    1972        2.0300000        2.0597643
    6363       2       6    1972        2.0300000        1.9559853
    6364       3       6    1972        2.0300000        1.8690769
    6365       4       6    1972        2.0300000        1.8199040
    6366       5       6    1972        2.0300000        1.7698670
    6367       6       6    1972        2.0300000        1.7008916
    6368       7       6    1972        1.9000000        1.7242126
    6369       8       6    1972        5.1100000        3.5000593
    6370       9       6    1972        2.6600000        4.4374104
    6371      10       6    1972        2.1700000        3.2180742
    6372      11       6    1972        2.1700000        2.9966839
    6373      12       6    1972        7.0000000        4.5670893
    6374      13       6    1972        7.8100000        6.5054114
    6375      14       6    1972        4.3400000        6.1242337
    6376      15       6    1972        3.4000000        4.6907056
    6377      16       6    1972        4.3400000        3.6593759
    6378      17       6    1972        3.8400000        3.7019997
    6379      18       6    1972        3.2000000        3.6977207
    6380      19       6    1972        3.0200000        3.4067256
    6381      20       6    1972        3.0200000        3.1245114
    6382      21       6    1972        2.8400000        2.9390331
    6383      22       6    1972        2.6600000        2.8010070
    6384      23       6    1972        3.0200000        2.6745661
    6385      24       6    1972        2.6600000        2.6738522
    6386      25       6    1972        2.3300000        2.7602373
    6387      26       6    1972        2.1700000        2.5874627
    6388      27       6    1972        2.1700000        2.4646935
    6389      28       6    1972        2.0300000        2.3573370
    6390      29       6    1972        2.0300000        2.2618194
    6391      30       6    1972        4.5900000        2.6261096
    6392       1       7    1972        9.4300000        4.9499735
    6393       2       7    1972        2.3300000        5.8552540
    6394       3       7    1972        3.2000000        4.1999651
    6395       4       7    1972        3.2000000        3.6759558
    6396       5       7    1972        2.6600000        3.5738254
    6397       6       7    1972        2.3300000        3.3111955
    6398       7       7    1972        2.3300000        3.1168733
    6399       8       7    1972        2.1700000        2.9481699
    6400       9       7    1972        2.3300000        2.7998991
    6401      10       7    1972        4.3400000        2.9124503
    6402      11       7    1972        3.6100000        3.5479779
    6403      12       7    1972        2.8400000        4.1753690
    6404      13       7    1972        2.6600000        3.8735949
    6405      14       7    1972        2.3300000        3.1332560
    6406      15       7    1972        2.3300000        2.8591841
    6407      16       7    1972        2.3300000        2.7230744
    6408      17       7    1972        2.3300000        2.6050809
    6409      18       7    1972        2.3300000        2.5001509
    6410      19       7    1972        2.0300000        2.4067483
    6411      20       7    1972        2.0300000        2.3228690
    6412      21       7    1972        1.9000000        2.2472194
    6413      22       7    1972        1.9000000        2.1788457
    6414      23       7    1972       11.9000000        2.9976185
    6415      24       7    1972        3.8400000        4.3667974
    6416      25       7    1972        4.5900000        3.2815108
    6417      26       7    1972        3.4000000        3.2875737
    6418      27       7    1972        2.4900000        3.0972553
    6419      28       7    1972        2.1700000        2.8519046
    6420      29       7    1972        3.6100000        3.5486526
    6421      30       7    1972       27.9000000        7.0485720
    6422      31       7    1972       17.8000000       10.1711411
    6423       1       8    1972        9.1600000       10.7434109
    6424       2       8    1972        5.6500000       10.9248802
    6425       3       8    1972        4.5900000        7.5198901
    6426       4       8    1972        4.3400000        5.4256622
    6427       5       8    1972        3.6100000        4.7741910
    6428       6       8    1972        3.4000000        4.4609572
    6429       7       8    1972        2.6600000        4.1949531
    6430       8       8    1972        2.8400000        3.9528446
    6431       9       8    1972        2.8400000        3.9442774
    6432      10       8    1972        7.0000000        5.0819596
    6433      11       8    1972        7.5400000        5.8061748
    6434      12       8    1972        7.5400000        6.0276645
    6435      13       8    1972        4.8400000        6.1102832
    6436      14       8    1972        5.3800000        5.3439954
    6437      15       8    1972        8.6200000        6.2925206
    6438      16       8    1972       27.0000000        9.6436834
    6439      17       8    1972       19.1000000       12.5301292
    6440      18       8    1972       19.1000000       13.2856381
    6441      19       8    1972       15.9000000       14.3136738
    6442      20       8    1972       10.8000000       12.7110062
    6443      21       8    1972        8.6200000        9.0108706
    6444      22       8    1972        7.8100000        6.8680126
    6445      23       8    1972        7.5400000        6.1623766
    6446      24       8    1972        7.0000000        5.9862260
    6447      25       8    1972        6.7300000        5.7942859
    6448      26       8    1972        5.9200000        5.4392442
    6449      27       8    1972        5.9200000        5.1335500
    6450      28       8    1972        5.3800000        4.8654342
    6451      29       8    1972        4.8400000        4.6290694
    6452      30       8    1972        4.5900000        4.4198881
    6453      31       8    1972        4.3400000        4.2340296
    6454       1       9    1972        4.3400000        4.0682100
    6455       2       9    1972        4.8400000        3.9196425
    6456       3       9    1972        4.8400000        3.7859553
    6457       4       9    1972        4.5900000        3.6651551
    6458       5       9    1972        4.3400000        3.5556573
    6459       6       9    1972        4.0800000        3.4556325
    6460       7       9    1972        4.0800000        3.3640300
    6461       8       9    1972        4.3400000        3.2955230
    6462       9       9    1972        3.8400000        3.3092292
    6463      10       9    1972        3.8400000        3.2208974
    6464      11       9    1972        3.8400000        3.3027607
    6465      12       9    1972        3.4000000        3.6872322
    6466      13       9    1972        3.4000000        3.4705631
    6467      14       9    1972        3.6100000        3.2847114
    6468      15       9    1972        3.6100000        3.1989946
    6469      16       9    1972        3.4000000        3.2247731
    6470      17       9    1972        3.6100000        3.1390885
    6471      18       9    1972        3.8400000        3.3981820
    6472      19       9    1972        3.6100000        3.4805712
    6473      20       9    1972        3.6100000        3.2854521
    6474      21       9    1972        3.6100000        3.1921344
    6475      22       9    1972        3.4000000        3.0766937
    6476      23       9    1972        3.4000000        2.9943109
    6477      24       9    1972        3.4000000        2.9190383
    6478      25       9    1972        3.2000000        2.8495980
    6479      26       9    1972        3.4000000        2.7853981
    6480      27       9    1972        3.4000000        2.7277933
    6481      28       9    1972        3.2000000        2.6750694
    6482      29       9    1972        3.2000000        2.6260794
    6483      30       9    1972        3.2000000        2.5787055
    6484       1      10    1972        3.0200000        2.5314096
    6485       2      10    1972        3.2000000        2.4863232
    6486       3      10    1972        3.2000000        2.4434787
    6487       4      10    1972        3.2000000        2.4026431
    6488       5      10    1972        3.2000000        2.3636067
    6489       6      10    1972        3.2000000        2.3261871
    6490       7      10    1972        3.2000000        2.2902254
    6491       8      10    1972        3.2000000        2.2555830
